idx,A,S,E,O,R,T
890,adult,F,uni,emp,big,car
891,old,F,uni,emp,big,car
892,adult,M,high,emp,big,train
893,young,M,high,emp,big,car
894,adult,F,high,emp,big,other
895,young,M,high,self,big,other
896,old,M,high,self,big,train
897,old,F,high,emp,big,train
898,adult,M,high,emp,big,other
899,young,M,high,emp,big,car
900,adult,F,uni,emp,big,train
901,adult,F,uni,emp,big,other
902,adult,M,high,emp,big,other
903,old,M,high,emp,big,car
904,adult,M,high,emp,big,other
905,old,M,high,emp,big,train
906,adult,F,uni,emp,big,train
907,old,F,high,emp,big,car
908,young,M,high,emp,big,car
909,young,F,high,emp,big,train
910,adult,M,high,emp,small,train
911,young,F,high,emp,big,train
912,old,M,high,emp,big,car
913,young,F,uni,emp,small,car
914,adult,F,uni,emp,big,car
915,old,M,high,emp,small,car
916,adult,F,uni,emp,small,train
917,adult,F,high,emp,big,other
918,old,F,high,emp,big,car
919,young,F,high,emp,big,car
920,adult,M,high,emp,big,car
921,old,M,high,emp,small,train
922,adult,F,high,emp,big,car
923,young,M,high,emp,big,train
924,adult,M,high,emp,big,car
925,old,M,high,emp,big,car
926,adult,M,high,emp,small,car
927,young,F,uni,emp,big,car
928,young,M,high,emp,big,train
929,adult,F,high,emp,big,car
930,young,F,uni,emp,small,car
931,old,M,high,emp,big,car
932,adult,M,high,emp,big,car
933,adult,M,high,emp,big,car
934,adult,M,uni,emp,small,car
935,old,F,high,emp,small,train
936,young,F,high,emp,small,other
937,old,F,high,emp,big,car
938,adult,F,high,emp,small,car
939,old,M,high,emp,small,train
940,young,F,high,emp,big,other
941,adult,M,uni,emp,big,car
942,young,M,high,emp,big,car
943,adult,F,high,emp,big,car
944,adult,M,uni,self,small,train
945,old,F,high,emp,small,train
946,young,M,high,emp,small,car
947,adult,M,high,emp,big,train
948,adult,M,high,emp,big,car
949,adult,F,high,emp,big,train
950,adult,M,high,emp,big,train
951,young,M,uni,self,big,train
952,adult,M,uni,emp,big,car
953,old,M,high,emp,big,other
954,adult,F,uni,emp,big,car
955,adult,M,uni,emp,big,car
956,old,F,high,emp,big,car
957,young,F,uni,emp,big,other
958,young,M,high,emp,big,car
959,adult,M,high,emp,big,car
960,old,M,high,self,small,train
961,adult,M,high,emp,big,train
962,young,M,high,emp,big,car
963,adult,F,uni,emp,big,other
964,young,M,high,emp,big,car
965,young,F,high,emp,big,train
966,young,M,high,emp,big,train
967,young,M,uni,emp,big,other
968,adult,F,high,emp,big,car
969,old,M,uni,emp,big,car
970,adult,F,uni,emp,big,car
971,young,M,high,emp,big,train
972,young,F,uni,emp,big,other
973,young,M,uni,emp,big,car
974,adult,F,uni,emp,big,other
975,young,M,high,emp,big,car
976,old,F,high,emp,big,train
977,adult,M,high,emp,small,car
978,young,M,high,emp,big,car
979,adult,M,uni,self,big,car
980,old,F,high,emp,small,car
981,adult,M,high,emp,big,train
982,old,M,high,emp,big,car
983,young,M,high,emp,big,car
984,old,F,high,emp,big,car
985,adult,F,uni,emp,big,train
986,young,M,high,self,big,train
987,old,F,high,self,big,car
988,old,F,high,emp,big,car
989,young,M,high,emp,big,car
990,old,M,high,self,small,train
991,adult,M,uni,emp,small,train
992,young,M,uni,emp,big,car
993,adult,F,high,emp,big,car
994,adult,F,high,emp,small,car
995,adult,F,uni,emp,small,car
996,adult,F,uni,emp,big,car
997,adult,F,high,emp,small,car
998,adult,M,high,emp,small,train
999,adult,F,uni,emp,big,car
1000,adult,F,high,emp,small,other
1001,adult,F,uni,emp,big,train
1002,young,M,high,emp,big,car
1003,adult,M,high,emp,small,other
1004,young,F,uni,self,small,train
1005,young,F,high,emp,big,train
1006,adult,M,high,emp,big,other
1007,old,M,high,emp,big,train
1008,adult,F,high,emp,big,car
1009,adult,M,high,emp,big,car
1010,old,M,high,emp,big,car
1011,adult,M,high,emp,small,other
1012,old,F,uni,emp,big,car
1013,old,F,high,emp,small,car
1014,young,M,high,emp,big,other
1015,young,F,uni,emp,small,other
1016,young,M,high,emp,big,other
1017,adult,F,high,emp,small,other
1018,young,M,high,emp,big,car
1019,old,M,uni,emp,big,other
1020,young,F,uni,self,small,car
1021,adult,M,high,emp,small,train
1022,young,M,high,emp,small,train
1023,adult,M,high,emp,big,train
1024,adult,F,high,emp,big,car
1025,adult,M,high,emp,big,train
1026,adult,F,high,emp,big,other
1027,adult,M,uni,emp,big,car
1028,old,M,high,self,big,car
1029,young,M,high,emp,small,other
1030,adult,M,uni,emp,small,car
1031,adult,M,high,emp,big,car
1032,young,M,uni,emp,big,car
1033,old,M,high,emp,big,other
1034,young,M,high,emp,big,train
1035,young,F,high,emp,big,train
1036,adult,M,uni,emp,big,car
1037,young,F,high,emp,big,other
1038,young,F,uni,self,big,other
1039,old,F,high,emp,small,train
1040,adult,M,uni,emp,big,train
1041,adult,M,uni,emp,big,other
1042,young,M,high,emp,big,other
1043,adult,F,high,self,big,car
1044,young,M,uni,emp,big,train
1045,adult,F,high,emp,big,train
1046,adult,M,high,emp,big,car
1047,adult,M,uni,emp,big,car
1048,old,M,high,emp,big,train
1049,adult,F,high,emp,big,car
1050,young,M,high,emp,big,car
1051,adult,M,high,emp,big,car
1052,old,M,high,emp,big,car
1053,young,M,uni,emp,big,car
1054,adult,M,uni,emp,big,car
1055,adult,M,high,emp,big,car
1056,old,F,high,emp,big,car
1057,adult,M,high,emp,big,train
1058,adult,F,uni,emp,small,train
1059,young,M,high,emp,small,car
1060,young,M,high,emp,big,train
1061,adult,F,high,emp,big,other
1062,adult,F,high,emp,big,other
1063,old,M,uni,emp,big,car
1064,adult,M,uni,emp,big,car
1065,adult,M,high,emp,big,train
1066,adult,F,high,emp,small,car
1067,young,M,high,emp,big,car
1068,adult,F,high,emp,big,car
1069,adult,M,high,emp,big,car
1070,young,M,uni,emp,big,car
1071,old,F,high,emp,big,other
1072,old,M,high,emp,small,other
1073,adult,M,high,emp,big,car
1074,old,F,high,emp,small,car
1075,adult,F,uni,emp,big,car
1076,adult,F,high,emp,big,car
1077,adult,F,high,emp,big,train
1078,adult,M,high,emp,big,other
1079,old,M,high,emp,big,car
1080,adult,M,uni,emp,big,car
1081,adult,F,high,emp,small,train
1082,old,M,high,emp,big,train
1083,young,M,high,emp,big,car
1084,adult,F,high,emp,small,other
1085,adult,M,uni,emp,small,car
1086,old,M,high,emp,big,train
1087,old,F,high,emp,big,train
1088,old,M,high,emp,big,car
1089,young,F,high,emp,big,car
1090,young,F,high,emp,small,train
1091,adult,M,high,emp,big,car
1092,young,F,high,emp,big,train
1093,young,F,high,emp,big,train
1094,adult,F,high,emp,small,train
1095,adult,M,high,emp,big,car
1096,adult,F,uni,emp,small,other
1097,adult,M,uni,emp,big,car
1098,adult,M,high,emp,big,car
1099,old,M,high,emp,big,car
1100,adult,F,high,emp,big,car
1101,adult,F,high,emp,big,train
1102,young,M,high,self,big,car
1103,old,M,high,emp,big,other
1104,old,F,high,emp,small,train
1105,old,M,high,emp,big,car
1106,young,F,high,emp,big,car
1107,young,M,uni,emp,big,train
1108,young,M,high,emp,big,car
1109,old,M,high,emp,big,car
1110,old,M,high,emp,big,car
1111,adult,M,high,emp,big,car
1112,young,M,high,emp,big,car
1113,adult,M,high,emp,small,car
1114,adult,M,high,emp,small,other
1115,adult,F,uni,emp,big,train
1116,adult,F,uni,emp,big,car
1117,adult,F,high,emp,big,other
1118,young,M,high,emp,big,car
1119,adult,M,high,emp,small,train
1120,adult,M,uni,emp,big,train
1121,young,M,high,emp,small,train
1122,young,F,high,emp,big,car
1123,young,M,high,emp,big,car
1124,old,M,high,emp,big,other
1125,young,M,high,emp,big,car
1126,adult,M,high,emp,big,train
1127,old,F,high,emp,big,train
1128,adult,M,high,emp,big,car
1129,adult,M,high,emp,big,car
1130,young,M,high,emp,small,train
1131,adult,F,high,emp,small,car
1132,adult,M,high,emp,big,car
1133,adult,M,uni,self,big,train
1134,young,M,high,emp,small,train
1135,old,M,high,emp,big,car
1136,adult,F,high,emp,big,car
1137,adult,F,high,emp,big,train
1138,young,F,uni,self,big,car
1139,adult,F,high,emp,big,other
1140,young,F,high,emp,small,car
1141,adult,M,high,emp,big,car
1142,old,M,high,emp,big,car
1143,young,F,uni,emp,small,train
1144,adult,M,high,emp,big,car
1145,old,M,high,emp,big,other
1146,young,M,high,emp,big,car
1147,old,F,high,emp,big,train
1148,adult,M,high,emp,small,train
1149,adult,F,high,emp,small,car
1150,adult,M,uni,emp,big,car
1151,young,M,high,emp,big,car
1152,adult,F,high,emp,big,car
1153,adult,M,high,emp,big,car
1154,young,M,high,emp,big,car
1155,adult,F,uni,emp,big,other
1156,young,F,high,emp,small,car
1157,adult,M,uni,emp,big,other
1158,adult,M,uni,emp,big,train
1159,old,M,high,emp,big,car
1160,young,F,high,emp,big,other
1161,adult,M,uni,emp,big,car
1162,adult,F,high,emp,big,train
1163,young,M,high,emp,big,car
1164,young,M,high,emp,big,car
1165,adult,F,high,emp,big,car
1166,young,M,high,emp,big,train
1167,adult,M,high,emp,big,car
1168,old,F,high,emp,big,other
1169,young,F,high,self,big,car
1170,adult,M,high,emp,big,other
1171,young,M,high,emp,small,train
1172,old,M,high,emp,big,car
1173,adult,M,high,emp,big,car
1174,adult,M,high,emp,big,car
1175,adult,M,high,emp,big,train
1176,adult,M,high,emp,big,car
1177,adult,F,high,emp,big,car
1178,old,M,high,emp,big,train
1179,adult,M,high,emp,big,car
1180,young,F,high,emp,big,car
1181,young,M,high,emp,big,other
1182,young,F,uni,emp,big,car
1183,adult,F,high,self,big,car
1184,old,M,high,emp,big,car
1185,adult,F,uni,emp,big,car
1186,young,M,high,emp,small,train
1187,adult,F,high,self,big,car
1188,old,M,high,emp,big,car
1189,young,F,uni,emp,small,other
1190,adult,F,high,emp,big,car
1191,adult,M,high,emp,big,other
1192,old,F,uni,emp,big,train
1193,adult,M,high,emp,big,car
1194,adult,F,high,emp,small,train
1195,young,M,high,emp,big,train
1196,old,F,high,emp,big,other
1197,old,F,uni,emp,small,other
1198,adult,F,high,emp,big,train
1199,adult,M,uni,emp,big,car
1200,old,F,high,emp,big,car
1201,adult,F,high,emp,small,other
1202,young,F,high,emp,big,car
1203,adult,M,high,emp,big,other
1204,young,M,high,emp,big,car
1205,adult,M,high,emp,small,train
1206,adult,M,high,emp,big,train
1207,adult,M,uni,emp,big,car
1208,young,M,uni,emp,big,car
1209,young,M,high,emp,big,car
1210,adult,F,uni,emp,big,car
1211,old,M,high,emp,big,train
1212,young,F,high,emp,big,car
1213,adult,F,high,emp,small,car
1214,young,M,high,emp,big,car
1215,old,F,high,emp,big,other
1216,adult,M,high,emp,big,train
1217,adult,F,high,emp,big,car
1218,adult,M,high,emp,big,train
1219,adult,M,high,emp,big,train
1220,old,M,high,emp,big,car
1221,young,M,high,emp,small,car
1222,young,M,high,emp,big,other
1223,old,F,high,emp,big,car
1224,young,M,uni,emp,big,other
1225,adult,M,high,emp,big,train
1226,young,M,uni,emp,big,other
1227,adult,M,high,emp,small,car
1228,young,M,high,emp,big,car
1229,adult,M,uni,emp,small,train
1230,young,M,high,emp,big,car
1231,young,M,high,self,big,car
1232,young,M,high,emp,big,car
1233,young,M,high,emp,big,car
1234,young,M,high,emp,big,car
1235,adult,F,uni,emp,small,train
1236,old,M,high,emp,big,car
1237,young,F,uni,emp,big,other
1238,adult,F,uni,emp,big,car
1239,young,M,high,emp,small,other
1240,old,M,high,emp,big,car
1241,adult,F,high,emp,big,train
1242,young,F,high,emp,small,car
1243,adult,M,uni,emp,small,car
1244,old,F,high,emp,small,train
1245,young,F,high,emp,big,train
1246,adult,F,uni,self,big,train
1247,adult,F,high,emp,big,car
1248,adult,M,high,emp,big,car
1249,adult,M,high,emp,big,car
1250,adult,M,uni,emp,big,train
1251,adult,M,uni,emp,big,car
1252,young,M,uni,emp,big,car
1253,old,M,high,emp,big,car
1254,adult,F,high,self,small,car
1255,old,F,uni,emp,small,train
1256,adult,F,uni,emp,small,train
1257,young,M,high,emp,big,other
1258,adult,F,high,emp,big,other
1259,adult,M,high,emp,big,car
1260,old,M,high,emp,small,car
1261,old,M,high,emp,small,car
1262,young,M,high,emp,big,car
1263,young,M,high,emp,small,car
1264,young,M,uni,emp,small,other
1265,young,F,high,self,small,car
1266,young,F,high,emp,big,car
1267,adult,M,uni,emp,small,car
1268,adult,M,high,emp,big,car
1269,adult,F,high,emp,big,car
1270,young,M,high,emp,big,train
1271,adult,F,high,emp,small,train
1272,adult,M,high,self,big,other
1273,adult,F,high,emp,big,other
1274,old,M,high,emp,big,car
1275,adult,F,high,emp,big,train
1276,adult,F,uni,emp,small,train
1277,old,M,high,emp,big,car
1278,adult,M,uni,emp,big,car
1279,adult,F,uni,emp,small,car
1280,adult,F,high,emp,small,train
1281,young,F,high,emp,big,car
1282,adult,M,high,emp,big,car
1283,adult,M,high,emp,big,car
1284,adult,M,uni,emp,big,other
1285,young,M,high,emp,big,car
1286,adult,F,high,emp,big,car
1287,young,M,high,emp,big,car
1288,adult,F,uni,self,big,train
1289,young,F,high,emp,big,other
1290,adult,M,high,emp,big,train
1291,young,M,uni,emp,small,train
1292,adult,F,high,emp,big,train
1293,adult,M,high,emp,big,car
1294,old,F,uni,emp,big,car
1295,old,M,high,self,big,car
1296,adult,F,uni,emp,big,car
1297,adult,M,high,emp,big,car
1298,young,M,high,emp,big,car
1299,young,M,high,emp,small,car
1300,adult,M,high,emp,big,car
1301,adult,F,uni,emp,big,car
1302,young,F,uni,emp,big,train
1303,adult,M,high,emp,big,train
1304,adult,M,high,emp,big,car
1305,young,M,high,emp,small,train
1306,young,M,high,emp,big,train
1307,adult,F,high,emp,big,car
1308,old,M,high,emp,big,train
1309,adult,M,high,emp,small,other
1310,young,M,high,emp,big,car
1311,old,M,high,emp,big,train
1312,old,F,high,self,small,car
1313,adult,M,high,emp,big,car
1314,adult,F,uni,emp,big,other
1315,adult,F,high,emp,big,car
1316,adult,M,high,emp,big,train
1317,young,F,high,emp,big,car
1318,old,M,high,emp,small,car
1319,adult,M,high,emp,big,other
1320,adult,F,high,emp,big,car
1321,adult,M,uni,emp,small,train
1322,young,M,high,emp,big,other
1323,young,M,high,emp,small,train
1324,young,F,uni,emp,small,train
1325,old,M,high,emp,small,other
1326,young,F,uni,emp,big,car
1327,young,F,uni,emp,big,car
1328,adult,M,high,emp,big,car
1329,adult,F,high,emp,small,car
1330,adult,M,high,emp,big,other
1331,adult,F,high,emp,big,train
1332,adult,F,high,emp,big,car
1333,young,M,high,emp,big,train
1334,adult,M,high,emp,big,car
1335,adult,F,high,emp,big,car
1336,adult,F,high,emp,big,car
1337,adult,F,high,self,big,train
1338,old,F,high,emp,small,train
1339,young,F,uni,emp,big,other
1340,adult,M,high,emp,big,car
1341,young,M,uni,emp,small,car
1342,young,M,high,emp,big,car
1343,young,F,high,emp,big,car
1344,old,F,high,emp,big,car
1345,adult,M,high,emp,big,car
1346,adult,F,high,self,big,car
1347,young,M,high,emp,small,train
1348,old,M,high,emp,big,car
1349,old,M,uni,emp,big,train
1350,adult,M,high,emp,small,train
1351,young,F,uni,emp,small,train
1352,adult,M,high,emp,big,train
1353,adult,M,high,emp,big,car
1354,young,M,uni,emp,big,car
1355,young,M,high,emp,big,other
1356,adult,F,high,emp,small,train
1357,adult,M,high,emp,big,car
1358,young,M,uni,emp,big,car
1359,old,M,high,emp,big,train
1360,young,F,high,emp,big,car
1361,old,F,high,emp,big,car
1362,old,F,high,emp,small,other
1363,adult,F,uni,emp,small,car
1364,young,F,high,emp,small,train
1365,young,M,uni,self,big,train
1366,young,M,high,emp,big,other
1367,adult,M,high,emp,big,car
1368,adult,F,high,emp,big,car
1369,old,M,uni,emp,small,other
1370,adult,F,high,emp,big,train
1371,old,F,high,emp,small,train
1372,adult,M,uni,emp,big,car
1373,old,F,high,emp,small,other
1374,adult,M,high,emp,big,train
1375,young,M,high,emp,big,car
1376,adult,M,high,emp,big,car
1377,old,F,high,emp,small,car
1378,young,M,high,emp,big,train
1379,young,F,high,emp,big,car
1380,old,F,high,emp,big,car
1381,adult,M,high,emp,big,car
1382,young,M,high,emp,big,car
1383,adult,M,uni,self,big,car
1384,young,M,high,emp,big,car
1385,adult,M,high,emp,big,other
1386,old,M,high,emp,big,car
1387,adult,M,high,emp,small,train
1388,adult,F,high,emp,small,other
1389,old,F,high,emp,big,car
1390,old,F,high,emp,big,car
1391,adult,M,high,emp,small,car
1392,adult,M,high,emp,big,car
1393,adult,M,high,emp,small,other
1394,adult,M,uni,emp,big,train
1395,adult,M,high,emp,small,train
1396,adult,F,high,emp,big,car
1397,adult,M,uni,emp,big,car
1398,young,M,uni,emp,big,train
1399,young,M,uni,self,big,car
1400,adult,M,high,emp,small,car
1401,adult,F,high,emp,big,car
1402,adult,M,uni,emp,big,car
1403,old,F,high,emp,big,car
1404,old,M,high,emp,big,other
1405,young,F,uni,emp,big,car
1406,old,M,high,emp,big,car
1407,young,F,high,emp,big,car
1408,adult,M,high,emp,big,car
1409,young,M,high,emp,small,train
1410,young,M,high,emp,big,car
1411,adult,M,high,emp,big,other
1412,young,M,high,emp,big,car
1413,adult,F,high,emp,small,train
1414,young,M,high,emp,big,car
1415,young,F,high,emp,big,car
1416,adult,F,high,emp,big,train
1417,young,M,uni,emp,big,other
1418,adult,F,high,emp,small,train
1419,adult,M,high,emp,big,train
1420,adult,M,uni,emp,small,other
1421,young,M,high,emp,small,car
1422,old,M,high,emp,big,other
1423,old,M,high,emp,big,other
1424,young,M,high,emp,big,train
1425,young,F,high,self,big,car
1426,old,M,high,emp,big,car
1427,adult,F,high,emp,small,train
1428,old,F,high,emp,big,other
1429,old,M,uni,emp,big,car
1430,adult,F,high,emp,small,train
1431,adult,M,high,emp,big,train
1432,adult,F,uni,emp,small,car
1433,old,M,high,emp,small,train
1434,young,F,high,emp,big,train
1435,adult,M,high,emp,big,car
1436,adult,F,high,emp,small,train
1437,young,M,uni,self,small,train
1438,adult,M,high,emp,big,car
1439,young,F,uni,emp,small,other
1440,young,M,high,self,small,train
1441,adult,M,uni,emp,big,car
1442,adult,F,high,emp,big,car
1443,young,F,uni,emp,big,car
1444,adult,M,uni,self,small,car
1445,young,M,high,emp,big,car
1446,adult,M,high,emp,big,car
1447,old,F,high,emp,big,train
1448,young,F,high,emp,big,other
